,applNum,displayId,filingDate,inventionTitle,issueDate,patAssigneeName,patAssignorExDate,patAssignorName,patNum
11,15567536,048676-0176,2017-10-18T04:00:00Z,PHARMACEUTICAL SALT FORMS OF AN INHIBITOR OF SEMICARBAZIDE-SENSITIVE AMINE OXIDASE (SSAO),2019-06-11T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,2018-02-21T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,10316034
12,15567549,048676-0176,2017-10-18T04:00:00Z,CRYSTALLINE COMPOUND AS SEMICARBAZIDE-SENSITIVE AMINE OXIDASE (SSAO) ENZYME INHIBITOR,0001-01-01T00:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,2018-02-21T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,NULL
13,15567555,048676-0176,2017-10-18T04:00:00Z,TREATMENT OF PAIN,0001-01-01T00:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,2018-02-21T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,NULL
14,13062318,048676-0176,2011-05-02T04:00:00Z,"4,5,6,7-Tetrahydroimidazo[4,5-c]pyridine compounds",2012-09-11T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,2018-02-21T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,8263616
15,13567146,048676-0176,2012-08-06T04:00:00Z,"METHODS OF USING 4, 5, 6, 7-TETRAHYDROIMIDAZO-[4,5-c]PYRIDINE COMPOUNDS",2013-10-29T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,2018-02-21T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,8569338
16,14062969,048676-0176,2013-10-25T04:00:00Z,"METHOD OF USING 4,5,6,7-TETRAHYDROIMIDAZO[4,5-C]PYRIDINE COMPOUNDS",2015-05-19T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,2018-02-21T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,9035066
17,14684813,048676-0176,2015-04-13T04:00:00Z,"4,5,6,7-TETRAHYROIMIDAZO[4,5-C]PYRIDINE COMPOUNDS",2016-11-15T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,2018-02-21T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,9493457
18,15562741,049551-0557,2017-09-28T04:00:00Z,NOVEL THERAPIES FOR CANCER,0001-01-01T00:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,2018-02-21T04:00:00Z,PROXIMAGEN LIMITED,NULL
19,15911935,048620-0962,2018-03-05T04:00:00Z,"IMIDAZO[4,5-C]PYRIDINE AND PYRROLO[2,3-C]PYRIDINE DERIVATIVES AS SSAO INHIBITORS",0001-01-01T00:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,2018-02-21T04:00:00Z,PROXIMAGEN LIMITED,NULL
20,15497324,047217-0557,2017-04-26T04:00:00Z,CXCR4 Receptor Antagonists,2018-12-18T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,2018-02-21T04:00:00Z,PROXIMAGEN LIMITED,10155761
21,15762657,045804-0075,2018-03-23T04:00:00Z,TREATMENT OF NEURODEGENERATIVE DISEASES,0001-01-01T00:00:00Z,BENEVOLENTAI BIO LIMITED,2018-03-10T04:00:00Z,"RICHARDSON, PETER",NULL
22,15781936,048346-0423,2018-06-06T04:00:00Z,VAP-1 INHIBITORS FOR TREATING PAIN,0001-01-01T00:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,2019-01-22T04:00:00Z,"PRITCHARD, MARTYN",NULL
23,15781936,049453-0435,2018-06-06T04:00:00Z,VAP-1 INHIBITORS FOR TREATING PAIN,0001-01-01T00:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,2018-02-21T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,NULL
24,15335751,048676-0176,2016-10-27T04:00:00Z,NEW COMPOUNDS I,2018-02-13T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,2018-02-21T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,9890160
25,15567536,048676-0176,2017-10-18T04:00:00Z,PHARMACEUTICAL SALT FORMS OF AN INHIBITOR OF SEMICARBAZIDE-SENSITIVE AMINE OXIDASE (SSAO),2019-06-11T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,2018-02-21T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,10316034
26,15567549,048676-0176,2017-10-18T04:00:00Z,CRYSTALLINE COMPOUND AS SEMICARBAZIDE-SENSITIVE AMINE OXIDASE (SSAO) ENZYME INHIBITOR,0001-01-01T00:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,2018-02-21T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,NULL
27,15567555,048676-0176,2017-10-18T04:00:00Z,TREATMENT OF PAIN,0001-01-01T00:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,2018-02-21T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,NULL
28,13062318,048676-0176,2011-05-02T04:00:00Z,"4,5,6,7-Tetrahydroimidazo[4,5-c]pyridine compounds",2012-09-11T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,2018-02-21T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,8263616
29,13567146,048676-0176,2012-08-06T04:00:00Z,"METHODS OF USING 4, 5, 6, 7-TETRAHYDROIMIDAZO-[4,5-c]PYRIDINE COMPOUNDS",2013-10-29T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,2018-02-21T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,8569338
30,14062969,048676-0176,2013-10-25T04:00:00Z,"METHOD OF USING 4,5,6,7-TETRAHYDROIMIDAZO[4,5-C]PYRIDINE COMPOUNDS",2015-05-19T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,2018-02-21T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,9035066
31,14684813,048676-0176,2015-04-13T04:00:00Z,"4,5,6,7-TETRAHYROIMIDAZO[4,5-C]PYRIDINE COMPOUNDS",2016-11-15T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,2018-02-21T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,9493457
32,15215026,047783-0798,2016-07-20T04:00:00Z,NEW COMPOUNDS,0001-01-01T00:00:00Z,PROXIMAGEN GROUP LIMITED,2018-05-29T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,NULL
33,15592556,047783-0798,2017-05-11T04:00:00Z,"IMIDAZO[4,5-C]PYRIDINE AND PYRROLO[2,3-C]PYRIDINE DERIVATIVES AS SSAO INHIBITORS",2018-04-24T04:00:00Z,PROXIMAGEN GROUP LIMITED,2018-05-29T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,9951068
34,15506847,047783-0798,2017-02-27T04:00:00Z,"IMIDAZO[4,5-C]PYRIDINE DERIVED SSAO INHIBITORS",0001-01-01T00:00:00Z,PROXIMAGEN GROUP LIMITED,2018-05-29T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,NULL
35,15506885,047783-0798,2017-02-27T04:00:00Z,"SUBSTITUTED IMIDAZO[4,5-c]PYRIDINES AS SSAO INHIBITORS",2018-09-04T04:00:00Z,PROXIMAGEN GROUP LIMITED,2018-05-29T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,10065954
36,15745947,047783-0798,2018-01-18T04:00:00Z,NEW THERAPEUTIC COMPOUND AND USE IN THERAPY,0001-01-01T00:00:00Z,PROXIMAGEN GROUP LIMITED,2018-05-29T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,NULL
37,13878968,047783-0798,2013-06-11T04:00:00Z,CXCR4 Receptor Antagonists,2016-05-31T04:00:00Z,PROXIMAGEN GROUP LIMITED,2018-05-29T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,9353086
38,14208056,047783-0798,2014-03-13T04:00:00Z,"Substituted Imidazo[4,5-c]pyridine Compounds and Compositions Thereof.",2016-08-30T04:00:00Z,PROXIMAGEN GROUP LIMITED,2018-05-29T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,9428498
39,14775046,047783-0798,2015-09-11T04:00:00Z,"IMIDAZO[4,5-C]PYRIDINE AND PYRROLO[2,3-C]PYRIDINE DERIVATIVES AS SSAO INHIBITORS",2017-06-13T04:00:00Z,PROXIMAGEN GROUP LIMITED,2018-05-29T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,9676769
40,14774749,047783-0798,2015-09-11T04:00:00Z,NEW COMPOUNDS,2017-02-28T04:00:00Z,PROXIMAGEN GROUP LIMITED,2018-05-29T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,9580415
41,15562741,049559-0248,2017-09-28T04:00:00Z,NOVEL THERAPIES FOR CANCER,0001-01-01T00:00:00Z,PROXIMAGEN GROUP LIMITED,2018-05-29T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,NULL
42,15911935,048622-0154,2018-03-05T04:00:00Z,"IMIDAZO[4,5-C]PYRIDINE AND PYRROLO[2,3-C]PYRIDINE DERIVATIVES AS SSAO INHIBITORS",0001-01-01T00:00:00Z,PROXIMAGEN GROUP LIMITED,2018-05-29T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,NULL
43,15497324,047217-0408,2017-04-26T04:00:00Z,CXCR4 Receptor Antagonists,2018-12-18T04:00:00Z,PROXIMAGEN GROUP LIMITED,2018-05-29T04:00:00Z,BENEVOLENTAI CAMBRIDGE LIMITED,10155761
