,applNum,displayId,filingDate,inventionTitle,issueDate,patAssigneeName,patAssignorExDate,patAssignorName,patNum
10,12418806,025735-0424,2009-04-06T04:00:00Z,SUSTAINED RELEASE OPIOID FORMULATIONS AND METHODS OF USE,0001-01-01T00:00:00Z,ALPHARMA PHARMACEUTICALS LLC,2011-01-31T04:00:00Z,CREDIT SUISSE AG,NULL
11,12710016,025735-0424,2010-02-22T04:00:00Z,ABUSE-DETERRENT MULTI-LAYER PHARMACEUTICAL COMPOSITION COMPRISING AN OPIOID ANTAGONIST AND AN OPIOID AGONIST,2014-11-04T04:00:00Z,ALPHARMA PHARMACEUTICALS LLC,2011-01-31T04:00:00Z,CREDIT SUISSE AG,8877247
12,12766472,025735-0424,2010-04-23T04:00:00Z,SEQUESTERING SUBUNIT AND RELATED COMPOSITIONS AND METHODS,2014-04-01T04:00:00Z,ALPHARMA PHARMACEUTICALS LLC,2011-01-31T04:00:00Z,CREDIT SUISSE AG,8685443
13,12766488,025735-0424,2010-04-23T04:00:00Z,SEQUESTERING SUBUNIT AND RELATED COMPOSITIONS AND METHODS,2014-04-01T04:00:00Z,ALPHARMA PHARMACEUTICALS LLC,2011-01-31T04:00:00Z,CREDIT SUISSE AG,8685444
14,12766509,025735-0424,2010-04-23T04:00:00Z,SEQUESTERING SUBUNIT AND RELATED COMPOSITIONS AND METHODS,0001-01-01T00:00:00Z,ALPHARMA PHARMACEUTICALS LLC,2011-01-31T04:00:00Z,CREDIT SUISSE AG,NULL
15,12399918,025735-0424,2009-03-06T04:00:00Z,PHARMACEUTICAL COMPOSITION,2010-03-23T04:00:00Z,ALPHARMA PHARMACEUTICALS LLC,2011-01-31T04:00:00Z,CREDIT SUISSE AG,7682633
16,12399923,025735-0424,2009-03-06T04:00:00Z,PHARMACEUTICAL COMPOSITIONS,2010-03-23T04:00:00Z,ALPHARMA PHARMACEUTICALS LLC,2011-01-31T04:00:00Z,CREDIT SUISSE AG,7682634
17,11973802,027327-0969,2007-10-10T04:00:00Z,Pharmaceutical compositions,0001-01-01T00:00:00Z,"ALPHARMA PHARMACEUTICALS, LLC",2011-11-07T04:00:00Z,"MATTHEWS, FRANK",NULL
18,12279319,028890-0643,2008-08-13T04:00:00Z,Cooling System,0001-01-01T00:00:00Z,ALPHARMA PHARMACEUTICALS LLC,2012-08-31T04:00:00Z,"ALPHARMA, LLC",NULL
19,11449573,028890-0643,2006-06-08T04:00:00Z,Sleep aid formulations,0001-01-01T00:00:00Z,ALPHARMA PHARMACEUTICALS LLC,2012-08-31T04:00:00Z,"ALPHARMA, LLC",NULL
20,11820499,040198-0070,2007-06-19T04:00:00Z,ABUSE-DETERRENT MULTI-LAYER PHARMACEUTICAL COMPOSITION COMPRISING AN OPIOID ANTAGONIST AND AN OPIOID AGONIST,2012-04-17T04:00:00Z,"ALPHARMA PHARMACEUTICALS, LLC",2016-11-02T04:00:00Z,"ALPHARMA PHARMACEUTICALS, LLC",8158156
21,12399918,040196-0971,2009-03-06T04:00:00Z,PHARMACEUTICAL COMPOSITION,2010-03-23T04:00:00Z,"ALPHARMA PHARMACEUTICALS, LLC",2016-11-02T04:00:00Z,ALPHARMA PHARMACEUTICALS LLC,7682633
22,12336267,040520-0600,2008-12-16T04:00:00Z,PHARMACEUTICAL COMPOSITION,2014-01-07T04:00:00Z,"ALPHARMA PHARMACEUTICALS, LLC",2016-12-05T04:00:00Z,"ALPHARMA PHARMACEUTICALS, LLC",8623418
23,12710016,040520-0590,2010-02-22T04:00:00Z,ABUSE-DETERRENT MULTI-LAYER PHARMACEUTICAL COMPOSITION COMPRISING AN OPIOID ANTAGONIST AND AN OPIOID AGONIST,2014-11-04T04:00:00Z,"ALPHARMA PHARMACEUTICALS, LLC",2016-12-05T04:00:00Z,"ALPHARMA PHARMACEUTICALS, LLC",8877247
24,10667570,024380-0864,2003-09-22T04:00:00Z,Sustained release opioid formulations and method of use,0001-01-01T00:00:00Z,CREDIT SUISSE AG,2010-05-11T04:00:00Z,ALPHARMA PHARMACEUTICALS LLC,NULL
25,10667676,024380-0864,2003-09-22T04:00:00Z,SEQUESTERING SUBUNIT AND RELATED COMPOSITIONS AND METHODS,2010-10-19T04:00:00Z,CREDIT SUISSE AG,2010-05-11T04:00:00Z,ALPHARMA PHARMACEUTICALS LLC,7815934
26,11820499,024380-0864,2007-06-19T04:00:00Z,ABUSE-DETERRENT MULTI-LAYER PHARMACEUTICAL COMPOSITION COMPRISING AN OPIOID ANTAGONIST AND AN OPIOID AGONIST,2012-04-17T04:00:00Z,CREDIT SUISSE AG,2010-05-11T04:00:00Z,ALPHARMA PHARMACEUTICALS LLC,8158156
27,11913699,024380-0864,2008-04-14T04:00:00Z,Morphine Sulfate Formulations,0001-01-01T00:00:00Z,CREDIT SUISSE AG,2010-05-11T04:00:00Z,ALPHARMA PHARMACEUTICALS LLC,NULL
28,11973802,024380-0864,2007-10-10T04:00:00Z,Pharmaceutical compositions,0001-01-01T00:00:00Z,CREDIT SUISSE AG,2010-05-11T04:00:00Z,ALPHARMA PHARMACEUTICALS LLC,NULL
29,12204280,024380-0864,2008-09-04T04:00:00Z,Abuse-Deterrent Pharmaceutical Compositions Comprising Agonist and Antagonist,0001-01-01T00:00:00Z,CREDIT SUISSE AG,2010-05-11T04:00:00Z,ALPHARMA PHARMACEUTICALS LLC,NULL
30,12336267,024380-0864,2008-12-16T04:00:00Z,PHARMACEUTICAL COMPOSITION,2014-01-07T04:00:00Z,CREDIT SUISSE AG,2010-05-11T04:00:00Z,ALPHARMA PHARMACEUTICALS LLC,8623418
31,12336418,024380-0864,2008-12-16T04:00:00Z,PHARMACEUTICAL COMPOSITION,0001-01-01T00:00:00Z,CREDIT SUISSE AG,2010-05-11T04:00:00Z,ALPHARMA PHARMACEUTICALS LLC,NULL
32,12337052,024380-0864,2008-12-17T04:00:00Z,Oxycodone Containing Abuse Resistant Pharmaceutical Compositions,0001-01-01T00:00:00Z,CREDIT SUISSE AG,2010-05-11T04:00:00Z,ALPHARMA PHARMACEUTICALS LLC,NULL
33,12418806,024380-0864,2009-04-06T04:00:00Z,SUSTAINED RELEASE OPIOID FORMULATIONS AND METHODS OF USE,0001-01-01T00:00:00Z,CREDIT SUISSE AG,2010-05-11T04:00:00Z,ALPHARMA PHARMACEUTICALS LLC,NULL
34,12710016,024380-0864,2010-02-22T04:00:00Z,ABUSE-DETERRENT MULTI-LAYER PHARMACEUTICAL COMPOSITION COMPRISING AN OPIOID ANTAGONIST AND AN OPIOID AGONIST,2014-11-04T04:00:00Z,CREDIT SUISSE AG,2010-05-11T04:00:00Z,ALPHARMA PHARMACEUTICALS LLC,8877247
35,12766472,024380-0864,2010-04-23T04:00:00Z,SEQUESTERING SUBUNIT AND RELATED COMPOSITIONS AND METHODS,2014-04-01T04:00:00Z,CREDIT SUISSE AG,2010-05-11T04:00:00Z,ALPHARMA PHARMACEUTICALS LLC,8685443
36,12766488,024380-0864,2010-04-23T04:00:00Z,SEQUESTERING SUBUNIT AND RELATED COMPOSITIONS AND METHODS,2014-04-01T04:00:00Z,CREDIT SUISSE AG,2010-05-11T04:00:00Z,ALPHARMA PHARMACEUTICALS LLC,8685444
37,12766509,024380-0864,2010-04-23T04:00:00Z,SEQUESTERING SUBUNIT AND RELATED COMPOSITIONS AND METHODS,0001-01-01T00:00:00Z,CREDIT SUISSE AG,2010-05-11T04:00:00Z,ALPHARMA PHARMACEUTICALS LLC,NULL
38,12399918,024380-0864,2009-03-06T04:00:00Z,PHARMACEUTICAL COMPOSITION,2010-03-23T04:00:00Z,CREDIT SUISSE AG,2010-05-11T04:00:00Z,ALPHARMA PHARMACEUTICALS LLC,7682633
39,12399923,024380-0864,2009-03-06T04:00:00Z,PHARMACEUTICAL COMPOSITIONS,2010-03-23T04:00:00Z,CREDIT SUISSE AG,2010-05-11T04:00:00Z,ALPHARMA PHARMACEUTICALS LLC,7682634
40,12399918,024370-0097,2009-03-06T04:00:00Z,PHARMACEUTICAL COMPOSITION,2010-03-23T04:00:00Z,CREDIT SUISSE AG,2010-05-11T04:00:00Z,ALPHARMA PHARMACEUTICALS LLC,7682633
41,12399923,024370-0097,2009-03-06T04:00:00Z,PHARMACEUTICAL COMPOSITIONS,2010-03-23T04:00:00Z,CREDIT SUISSE AG,2010-05-11T04:00:00Z,ALPHARMA PHARMACEUTICALS LLC,7682634
42,07574551,024369-0083,1990-08-24T04:00:00Z,SUSTAINED RELEASE PHARMACEUTICAL COMPOSITION,1993-04-13T04:00:00Z,CREDIT SUISSE AG,2010-05-11T04:00:00Z,ALPHARMA PHARMACEUTICALS LLC,5202128
43,08007633,024369-0083,1993-01-21T04:00:00Z,SUSTAINED RELEASE PHARMACEUTICAL COMPOSITION,1994-07-19T04:00:00Z,CREDIT SUISSE AG,2010-05-11T04:00:00Z,ALPHARMA PHARMACEUTICALS LLC,5330766
44,08021276,024369-0083,1993-02-22T04:00:00Z,SUSTAINED RELEASE PHARMACEUTICAL COMPOSITION,1995-01-03T04:00:00Z,CREDIT SUISSE AG,2010-05-11T04:00:00Z,ALPHARMA PHARMACEUTICALS LLC,5378474
45,12399923,041564-0393,2009-03-06T04:00:00Z,PHARMACEUTICAL COMPOSITIONS,2010-03-23T04:00:00Z,"ALPHARMA PHARMACEUTICALS, LLC",2010-10-11T04:00:00Z,"ALPHARMA PHARMACEUTICALS, LLC",7682634
46,11820499,040198-0070,2007-06-19T04:00:00Z,ABUSE-DETERRENT MULTI-LAYER PHARMACEUTICAL COMPOSITION COMPRISING AN OPIOID ANTAGONIST AND AN OPIOID AGONIST,2012-04-17T04:00:00Z,"ALPHARMA PHARMACEUTICALS, LLC",2016-11-02T04:00:00Z,"ALPHARMA PHARMACEUTICALS, LLC",8158156
47,12399918,040196-0971,2009-03-06T04:00:00Z,PHARMACEUTICAL COMPOSITION,2010-03-23T04:00:00Z,"ALPHARMA PHARMACEUTICALS, LLC",2016-11-02T04:00:00Z,ALPHARMA PHARMACEUTICALS LLC,7682633
48,12336267,040520-0600,2008-12-16T04:00:00Z,PHARMACEUTICAL COMPOSITION,2014-01-07T04:00:00Z,"ALPHARMA PHARMACEUTICALS, LLC",2016-12-05T04:00:00Z,"ALPHARMA PHARMACEUTICALS, LLC",8623418
49,12710016,040520-0590,2010-02-22T04:00:00Z,ABUSE-DETERRENT MULTI-LAYER PHARMACEUTICAL COMPOSITION COMPRISING AN OPIOID ANTAGONIST AND AN OPIOID AGONIST,2014-11-04T04:00:00Z,"ALPHARMA PHARMACEUTICALS, LLC",2016-12-05T04:00:00Z,"ALPHARMA PHARMACEUTICALS, LLC",8877247
0,14906849,038999-0955,2016-01-21T04:00:00Z,BORON-CONTAINING SMALL MOLECULES,2016-11-15T04:00:00Z,"ANACOR PHARMACEUTICALS, INC.",2014-08-08T04:00:00Z,"AKAMA, TSUTOMU",9493490
1,14387384,033746-0656,2014-09-23T04:00:00Z,TRICYCLIC BENZOXABOROLE COMPOUNDS AND USES THEREOF,0001-01-01T00:00:00Z,"ANACOR PHARMACEUTICALS, INC.",2014-09-15T04:00:00Z,"ALLEY, MICHAEL RICHARD KEVIN (DICKON)",NULL
2,15993825,045958-0315,2018-05-31T04:00:00Z,BORON-CONTAINING SMALL MOLECULES AS ANTIPROTOZOAL AGENTS,0001-01-01T00:00:00Z,"ANACOR PHARMACEUTICALS, INC.",2015-05-27T04:00:00Z,"ZHANG, YONG-KANG",NULL
3,15562099,043713-0478,2017-09-27T04:00:00Z,BORON-CONTAINING SMALL MOLECULES AS ANTIPROTOZOAL AGENTS,2018-07-03T04:00:00Z,"ANACOR PHARMACEUTICALS, INC.",2015-05-27T04:00:00Z,"ZHANG, YONG-KANG",10011616
4,15993825,045958-0298,2018-05-31T04:00:00Z,BORON-CONTAINING SMALL MOLECULES AS ANTIPROTOZOAL AGENTS,0001-01-01T00:00:00Z,"ANACOR PHARMACEUTICALS, INC.",2015-07-08T04:00:00Z,"ZHANG, YONG-KANG",NULL
5,15562099,043713-0585,2017-09-27T04:00:00Z,BORON-CONTAINING SMALL MOLECULES AS ANTIPROTOZOAL AGENTS,2018-07-03T04:00:00Z,"ANACOR PHARMACEUTICALS, INC.",2015-07-08T04:00:00Z,"ZHANG, YONG-KANG",10011616
6,15550658,044425-0436,2017-08-11T04:00:00Z,BENZOXABOROLE COMPOUNDS AND USES THEREOF,0001-01-01T00:00:00Z,"ANACOR PHARMACEUTICALS, INC.",2016-02-23T04:00:00Z,"ALLEY, MICHAEL RICHARD KEVIN (DICKON)",NULL
7,15550693,044884-0260,2017-08-11T04:00:00Z,4-SUBSTITUTED BENZOXABOROLE COMPOUNDS AND USES THEREOF,0001-01-01T00:00:00Z,"ANACOR PHARMACEUTICALS, INC.",2016-02-23T04:00:00Z,"ALLEY, MICHAEL RICHARD KEVIN (DICKON)",NULL
8,15993825,045958-0325,2018-05-31T04:00:00Z,BORON-CONTAINING SMALL MOLECULES AS ANTIPROTOZOAL AGENTS,0001-01-01T00:00:00Z,MMV MEDICINES FOR MALARIA VENTURE,2018-03-29T04:00:00Z,"ANACOR PHARMACEUTICALS, INC.",NULL
9,15562099,045749-0705,2017-09-27T04:00:00Z,BORON-CONTAINING SMALL MOLECULES AS ANTIPROTOZOAL AGENTS,2018-07-03T04:00:00Z,MMV MEDICINES FOR MALARIA VENTURE,2018-03-29T04:00:00Z,"ANACOR PHARMACEUTICALS, INC.",10011616
0,12085175,041154-0457,2009-09-02T04:00:00Z,Antibody Ultrahumanization by Predicted Mature CDR Blasting and Cohort Library Generation and Screening,2014-05-06T04:00:00Z,"BIOREN, LLC",2015-12-01T04:00:00Z,"BIOREN, INC.",8716195
0,11629106,019771-0071,2007-08-27T04:00:00Z,Abasic Oligonucleotide as Carrier Platform for Antigen and Immunostimulatory Agonist and Antagonist,0001-01-01T00:00:00Z,COLEY PHARMACEUTICAL GMBH,2007-08-01T04:00:00Z,"LIPFORD, GRAYSON B.",NULL
1,12681800,024826-0953,2010-12-22T04:00:00Z,IMMUNE STIMULATORY OLIGONUCLEOTIDE ANALOGS CONTAINING MODIFIED SUGAR MOIETIES,2015-11-17T04:00:00Z,COLEY PHARMACEUTICAL GMBH,2007-11-14T04:00:00Z,"UHLMANN, EUGEN",9186399
2,12741634,024344-0633,2010-05-06T04:00:00Z,IMMUNE STIMULATORY OLIGORIBONUCLEOTIDE ANALOGS CONTAINING MODIFIED OLIGOPHOSPHATE MOIETIES,2013-01-08T04:00:00Z,COLEY PHARMACEUTICAL GMBH,2007-11-15T04:00:00Z,"UHLMANN, EUGEN",8349812
3,11992080,022442-0001,2009-05-12T04:00:00Z,Immunostimulatory Single-Stranded Ribonucleic Acid with Phosphodiester Backbone,0001-01-01T00:00:00Z,COLEY PHARMACEUTICAL GMBH,2008-04-29T04:00:00Z,"BAUER, STEFAN",NULL
4,11992073,021161-0515,2009-04-02T04:00:00Z,Modulation of Immunostimulatory Properties of Short Interfering Ribonucleic Acid (Sirna) by Nucleotide Modification,0001-01-01T00:00:00Z,COLEY PHARMACEUTICAL GMBH,2008-06-23T04:00:00Z,"UHLMANN, EUGEN",NULL
5,12681800,027220-0829,2010-12-22T04:00:00Z,IMMUNE STIMULATORY OLIGONUCLEOTIDE ANALOGS CONTAINING MODIFIED SUGAR MOIETIES,2015-11-17T04:00:00Z,COLEY PHARMACEUTICAL GMBH,2011-10-06T04:00:00Z,"UHLMANN, EUGEN",9186399
6,14344523,040276-0731,2015-04-03T04:00:00Z,MULTIMERIC OLIGONUCLEOTIDES COMPOUNDS,2017-02-28T04:00:00Z,COLEY PHARMACEUTICAL GMBH,2012-08-09T04:00:00Z,"ROCKEL, THOMAS DINO",9580708
7,14698239,040276-0731,2015-04-28T04:00:00Z,MULTIMERIC OLIGONUCLEOTIDES COMPOUNDS HAVING CLEAVABLE LINKERS,2017-08-15T04:00:00Z,COLEY PHARMACEUTICAL GMBH,2011-10-11T04:00:00Z,"UHLMANN, EUGEN",9732340
8,14698312,040276-0731,2015-04-28T04:00:00Z,METHODS OF DELIVERING MULTIPLE TARGETING OLIGONUCLEOTIDES TO A CELL USING CLEAVABLE LINKERS,2017-08-15T04:00:00Z,COLEY PHARMACEUTICAL GMBH,2011-10-12T04:00:00Z,"WEBER, MARKUS",9732341
9,15416100,041098-0889,2017-01-26T04:00:00Z,MULTIMERIC OLIGONUCLEOTIDE COMPOUNDS,2018-10-09T04:00:00Z,COLEY PHARMACEUTICAL GMBH,2012-08-09T04:00:00Z,"ROCKEL, THOMAS DINO",10093924
10,12600368,024362-0288,2009-11-16T04:00:00Z,Phosphate-Modified Oligonucleotide Analogs with Enhanced Immunostimulatory Activity,2015-12-01T04:00:00Z,"UHLMANN, EUGEN",2010-04-10T04:00:00Z,COLEY PHARMACEUTICAL GMBH,9200287
11,12741634,024344-0671,2010-05-06T04:00:00Z,IMMUNE STIMULATORY OLIGORIBONUCLEOTIDE ANALOGS CONTAINING MODIFIED OLIGOPHOSPHATE MOIETIES,2013-01-08T04:00:00Z,"UHLMANN, EUGEN",2010-04-10T04:00:00Z,COLEY PHARMACEUTICAL GMBH,8349812
12,11706561,026866-0262,2007-02-15T04:00:00Z,Compositions and methods for oligonucleotide formulations,0001-01-01T00:00:00Z,"UHLMANN, EUGEN",2011-03-30T04:00:00Z,COLEY PHARMACEUTICAL GMBH,NULL
13,12681800,027220-0903,2010-12-22T04:00:00Z,IMMUNE STIMULATORY OLIGONUCLEOTIDE ANALOGS CONTAINING MODIFIED SUGAR MOIETIES,2015-11-17T04:00:00Z,"UHLMANN, EUGEN",2011-07-05T04:00:00Z,COLEY PHARMACEUTICAL GMBH,9186399
14,14344523,040276-0784,2015-04-03T04:00:00Z,MULTIMERIC OLIGONUCLEOTIDES COMPOUNDS,2017-02-28T04:00:00Z,"RANA THERAPEUTICS, INC.",2012-09-05T04:00:00Z,PFIZER INC.,9580708
15,14698239,040276-0784,2015-04-28T04:00:00Z,MULTIMERIC OLIGONUCLEOTIDES COMPOUNDS HAVING CLEAVABLE LINKERS,2017-08-15T04:00:00Z,"RANA THERAPEUTICS, INC.",2012-09-05T04:00:00Z,COLEY PHARMACEUTICAL GMBH,9732340
16,14698312,040276-0784,2015-04-28T04:00:00Z,METHODS OF DELIVERING MULTIPLE TARGETING OLIGONUCLEOTIDES TO A CELL USING CLEAVABLE LINKERS,2017-08-15T04:00:00Z,"RANA THERAPEUTICS, INC.",2012-09-05T04:00:00Z,PFIZER INC.,9732341
17,15416100,041098-0912,2017-01-26T04:00:00Z,MULTIMERIC OLIGONUCLEOTIDE COMPOUNDS,2018-10-09T04:00:00Z,"RANA THERAPEUTICS, INC.",2012-09-05T04:00:00Z,PFIZER INC.,10093924
18,14159916,035512-0363,2014-01-21T04:00:00Z,"IMMUNOSTIMULATORY G, U-CONTAINING OLIGORIBONUCLEOTIDES",2016-08-30T04:00:00Z,PFIZER ANIMAL HEALTH S.A.,2012-12-01T04:00:00Z,COLEY PHARMACEUTICAL GMBH,9428536
19,13494216,030499-0673,2012-06-12T04:00:00Z,RNA SEQUENCE MOTIFS IN THE CONTEXT OF DEFINED INTERNUCLEOTIDE LINKAGES INDUCING SPECIFIC IMMUNE MODULATORY PROFILES,2013-06-18T04:00:00Z,PFIZER ANIMAL HEALTH S.A.,2012-12-01T04:00:00Z,COLEY PHARMACEUTICAL GMBH,8466124
20,11368333,030499-0673,2006-03-03T04:00:00Z,"IMMUNOSTIMULATORY G, U-CONTAINING OLIGORIBONUCLEOTIDES",2014-02-25T04:00:00Z,PFIZER ANIMAL HEALTH S.A.,2012-12-01T04:00:00Z,"COLEY PHARMACEUTICAL GROUP, INC.",8658607
21,12946379,030499-0673,2010-11-15T04:00:00Z,MODIFIED OLIGORIBONUCLEOTIDE ANALOGS WITH ENHANCED IMMUNOSTIMULATORY ACTIVITY,0001-01-01T00:00:00Z,PFIZER ANIMAL HEALTH S.A.,2012-12-01T04:00:00Z,COLEY PHARMACEUTICAL GMBH,NULL
22,12670697,030499-0673,2010-01-26T04:00:00Z,RNA SEQUENCE MOTIFS IN THE CONTEXT OF DEFINED INTERNUCLEOTIDE LINKAGES INDUCING SPECIFIC IMMUNE MODULATORY PROFILES,2012-03-06T04:00:00Z,PFIZER ANIMAL HEALTH S.A.,2012-12-01T04:00:00Z,COLEY PHARMACEUTICAL GMBH,8128944
23,13360894,030499-0673,2012-01-30T04:00:00Z,RNA SEQUENCE MOTIFS IN THE CONTEXT OF DEFINED INTERNUCLEOTIDE LINKAGES INDUCING SPECIFIC IMMUNE MODULATORY PROFILES,2012-07-24T04:00:00Z,PFIZER ANIMAL HEALTH S.A.,2012-12-01T04:00:00Z,COLEY PHARMACEUTICAL GMBH,8227447
24,10407952,030499-0673,2003-04-04T04:00:00Z,"IMMUNOSTIMULATORY G, U-CONTAINING OLIGORIBONUCLEOTIDES",2012-04-10T04:00:00Z,PFIZER ANIMAL HEALTH S.A.,2012-12-01T04:00:00Z,COLEY PHARMACEUTICAL GMBH,8153141
25,11603978,030499-0673,2006-11-22T04:00:00Z,IMMUNOSTIMULATORY OLIGORIBONUCLEOTIDES,2010-02-16T04:00:00Z,PFIZER ANIMAL HEALTH S.A.,2012-12-01T04:00:00Z,COLEY PHARMACEUTICAL GMBH,7662949
26,13046871,030499-0673,2011-03-14T04:00:00Z,IMMUNOSTIMULATORY OLIGORIBONUCLEOTIDES,2013-01-15T04:00:00Z,PFIZER ANIMAL HEALTH S.A.,2012-12-01T04:00:00Z,COLEY PHARMACEUTICAL GMBH,8354522
0,11827648,019822-0242,2007-07-12T04:00:00Z,"SUBSTITUTED CHIRAL FUSED [1,2] IMIDAZO [4,5-C] RING COMPOUNDS AND METHODS",2011-03-15T04:00:00Z,"COLEY PHARMACEUTICAL GROUP, INC.",2007-08-10T04:00:00Z,"GRIESGRABER, GEORGE W.",7906506
1,11983039,020164-0964,2007-11-06T04:00:00Z,Peptide-based vaccine compositions to endogenous cholesteryl ester transfer protein (CETP),0001-01-01T00:00:00Z,"COLEY PHARMACEUTICAL GROUP, INC.",2007-11-05T04:00:00Z,"KRIEG, ARTHUR M.",NULL
